148
0;128.231;305.644;2094.4
4;-162.318;381.703;1965.36
13;-65.0616;-1313.16;1644.35
6;132.376;511.913;2040.25
9;23.6487;-392.493;1913.25
11;-21.5762;-861.854;1776.17
2;-41.8355;86.9259;2016.1
1;130.399;84.6915;2035.13
5;430.317;381.31;2047.43
14;366.744;-1296.86;1619.83
7;187.013;577.173;1974.13
10;248.914;-395.415;1938.15
12;308.984;-854.973;1775.87
3;302.633;82.457;2054.17
8;133.34;-154.631;1980.42
0;129.864;305.786;2093.42
4;-160.031;376.66;1961.28
13;-57.1377;-1312.36;1642.43
6;136.983;514.72;2009.98
9;20.1351;-391.167;1912.98
11;-19.2589;-860.794;1775.05
2;-41.6465;88.831;2015.52
1;130.595;85.3419;2034.28
5;432.058;374.418;2037.27
14;374.044;-1297.02;1623.05
7;174.489;556.706;1977.62
10;245.41;-395.731;1937.52
12;310.988;-855.212;1777.2
3;302.836;81.8528;2053.04
8;131.684;-154.054;1979.77
0;131.879;306.557;2092.93
4;-149.236;375.17;1958.17
13;-54.6073;-1311.43;1640.93
6;144.061;526.148;1995.55
9;18.8592;-390.367;1913.15
11;-18.5943;-859.928;1774.37
2;-40.7805;90.0064;2015.29
1;131.476;85.8244;2033.79
5;439.996;367.099;2032.78
14;376.686;-1296.09;1621.39
7;175.373;543.702;1983.9
10;244.154;-395.836;1937.34
12;311.719;-854.79;1776.27
3;303.732;81.6423;2052.29
8;131.491;-153.639;1979.52
0;133.98;305.918;2093.19
4;-133.205;377.238;1956.32
13;-55.7418;-1312.82;1645.42
6;156.475;537.12;1991.41
9;19.1977;-390.234;1912.08
11;-19.0068;-860.571;1776.14
2;-39.282;90.1696;2014.81
1;132.944;85.5052;2033.5
5;438.648;360.327;2026.37
14;375.909;-1297.83;1623.57
7;176.343;543;1984.2
10;244.452;-396.334;1936.52
12;311.469;-855.919;1776.98
3;305.17;80.8408;2052.19
8;132.384;-153.889;1978.9
0;135.61;306.81;2098.32
4;-126;379.945;1958.18
13;-54.6844;-1314.07;1652.25
6;163.428;542.451;1986.98
9;18.8899;-388.411;1908.29
11;-18.6186;-860.314;1777.76
2;-38.6183;90.8831;2016.5
1;133.652;85.7708;2034.65
5;432.331;361.203;2021.81
14;376.489;-1300.06;1629.77
7;171.232;546.986;1983.05
10;244.203;-395.098;1932.03
12;311.643;-856.451;1777.94
3;305.923;80.6585;2052.81
8;132.599;-152.992;1977.41
0;135.965;307.881;2101.39
4;-122.979;382.111;1962.62
13;-54.4374;-1314.44;1658.83
6;168.297;542.672;1985.93
9;18.6513;-386.271;1905.73
11;-18.6096;-859.456;1779.86
2;-38.4058;92.2569;2017.54
1;133.929;86.9995;2035.04
5;426.555;363.291;2019.27
14;372.901;-1301;1633.61
7;164.055;547.222;1979.4
10;244.048;-393.147;1928.61
12;309.738;-855.976;1778.22
3;306.264;81.742;2052.53
8;132.639;-151.355;1976.1
0;138.356;309.237;2103.92
4;-118.97;382.755;1964.36
13;-55.014;-1312.43;1662.86
6;171.872;544.692;1985.87
9;19.0411;-382.929;1904.55
11;-18.7125;-856.79;1781.34
2;-36.729;95.3291;2018.2
1;135.55;89.4488;2036.04
5;436.93;362.557;2024.56
14;372.742;-1299.84;1636.82
7;170.141;538.076;1976.94
10;244.365;-390.62;1927.89
12;309.812;-854.145;1779.5
3;307.829;83.5684;2053.88
8;133.626;-148.663;1976.13
0;139.523;310.173;2098.18
4;-114.452;384.603;1967.22
13;-56.5131;-1310.93;1658.57
6;176.366;547.196;1984.78
9;20.2767;-383.216;1906.21
11;-18.8711;-856.169;1779.96
2;-34.9746;95.766;2017.03
1;137.388;90.005;2034.08
5;447.813;357.226;2025.23
14;369.471;-1300.35;1636.58
7;180.445;532.674;1979.51
10;245.709;-390.751;1928.51
12;308.804;-854.469;1779.68
3;309.75;84.2439;2051.13
8;135.19;-148.489;1975.72
0;140.486;309.639;2095.31
4;-115.601;386.525;1971.44
13;-57.2874;-1311.83;1657.92
6;177.535;545.405;1982.84
9;20.6931;-384.15;1905.43
11;-19.0616;-857.083;1779.25
2;-34.6737;94.9992;2015.51
1;137.757;89.4594;2031.94
5;458.293;350.615;2027.78
14;371.185;-1301.7;1637.66
7;190.879;526.083;1981.77
10;246.215;-391.396;1926.92
12;309.925;-855.471;1779.45
3;310.187;83.9197;2048.37
8;135.605;-149.157;1974.06
0;142.222;309.02;2095.38
4;-119.202;386.509;1973.57
13;-60.496;-1313.17;1661.71
6;175.821;542.017;1984.2
9;22.4314;-384.342;1903.17
11;-19.8453;-857.861;1780.07
2;-32.9398;94.5881;2014.21
1;139.425;88.8641;2031.26
5;464.932;342.182;2027.91
14;371.672;-1303.27;1639.28
7;199.99;522.202;1985.42
10;247.868;-391.829;1925.46
12;310.984;-856.484;1779.56
3;311.79;83.1401;2048.3
8;137.287;-149.611;1972.79
0;142.713;309.896;2094.39
4;-118.359;384.683;1974.57
13;-61.6427;-1312.6;1660.1
6;176.197;541.22;1984.39
9;23.2047;-384.331;1903.09
11;-20.0509;-857.567;1779.22
2;-32.2647;94.7541;2013.44
1;140.113;89.1126;2030.4
5;467.859;340.813;2027.79
14;369.336;-1303.29;1638.21
7;203.548;522.662;1989.17
10;248.657;-391.709;1925.28
12;310.18;-856.438;1778.93
3;312.49;83.4712;2047.36
8;138.022;-149.454;1972.29
0;143.871;308.985;2093.93
4;-121.322;385.932;1975.32
13;-64.0763;-1312.86;1661.24
6;175.479;538.27;1982.73
9;24.843;-384.305;1901.69
11;-20.4884;-857.685;1779.11
2;-30.9559;94.4973;2013.09
1;141.43;88.9459;2030
5;469.35;342.512;2027.58
14;366.704;-1305.28;1641.84
7;199.541;515.539;1987.54
10;250.307;-391.566;1923.81
12;309.646;-857.379;1780.06
3;313.816;83.3945;2046.91
8;139.502;-149.495;1971.38
0;143.84;308.011;2093.71
4;-125.953;383.622;1976.47
13;-65.0744;-1313.34;1661.17
6;169.77;538.17;1981.64
9;25.5271;-384.511;1899.97
11;-20.6619;-858.031;1778.23
2;-30.6577;94.0329;2012.28
1;141.716;88.5495;2029.34
5;472.058;347.901;2027.3
14;364.985;-1305.77;1640.52
7;194.519;507.283;1985.74
10;250.975;-391.683;1922.28
12;309.098;-857.689;1778.63
3;314.09;83.0661;2046.4
8;139.984;-149.774;1970.23
0;143.032;310.626;2093.58
4;-132.197;380.997;1977.86
13;-65.473;-1311.65;1661.19
6;162.567;537.433;1982.08
9;25.6649;-382.804;1899.72
11;-20.7976;-856.336;1778.11
2;-31.0523;95.5185;2012.71
1;141.387;90.3473;2029.18
5;474.234;352.38;2027.63
14;363.045;-1302.97;1636.43
7;192.271;504.17;1986.46
10;251.199;-389.568;1921.26
12;308.219;-855.226;1776.05
3;313.827;85.1761;2045.65
8;139.91;-147.919;1969.83
0;143.695;311.806;2094.04
4;-137.014;378.079;1979.24
13;-65.7799;-1308.96;1659.89
6;156.667;536.568;1982.88
9;26.4569;-380.47;1899.4
11;-20.5658;-853.82;1777.3
2;-30.3214;97.6764;2013.1
1;142.128;92.524;2029.48
