128
0;162.386;336.685;2040.46
4;-129.831;179.62;1905.1
13;87.671;-1162.77;2033.74
6;125.702;367.479;1907.74
9;54.2167;-323.642;1955.56
11;33.0506;-758.555;1965.02
2;-9.74119;60.9868;2050.71
1;171.093;57.8679;2049.9
5;438.478;163.086;1864.66
14;265.374;-1112.26;2047.13
7;216.989;348.512;1894.75
10;273.89;-327.431;1954.57
12;274.84;-726.963;2007.18
3;351.927;54.7491;2049.09
8;167.573;-133.834;2002.48
0;164.071;334.487;2043.32
4;-112.714;178.658;1902.65
13;91.5762;-1092.83;2026.59
6;123.102;381.905;1920.99
9;54.986;-313.369;1954.86
11;37.3366;-715.151;1963.19
2;-8.3431;55.6134;2051.84
1;166.534;55.5797;2043.35
5;436.06;171.957;1863.09
14;256.971;-1079.01;2017.32
7;212.401;352.629;1887.44
10;268.837;-313.41;1944.47
12;223.341;-710.955;1903.27
3;341.411;55.5461;2034.85
8;164.223;-128.905;1996.51
0;180.327;313.727;2074.41
4;-104.404;176.728;1898.86
13;85.3282;-1093.04;2032.59
6;126.106;392.772;1909.27
9;54.6883;-313.563;1954.41
11;33.8779;-715.019;1968.89
2;-7.25497;51.5455;2049.39
1;163.424;52.6654;2041.02
5;434.844;178.903;1865.68
14;264.045;-1085.81;2011.81
7;214.366;360.734;1890.18
10;267.955;-312.164;1943.95
12;262.454;-712.88;1909.23
3;334.104;53.7853;2032.66
8;162.373;-130.099;1995.1
0;180.274;310.421;2076.86
4;-104.19;176.13;1900.12
13;80.9503;-1090.32;2035.22
6;127.366;384.218;1902.98
9;53.9146;-310.338;1949.87
11;38.3089;-711.904;1967.49
2;-6.28154;50.6481;2053.66
1;163.186;52.2751;2041.96
5;433.959;181.215;1863.41
14;265.478;-1083.97;2021.89
7;213.097;359.515;1879.29
10;265.671;-308.305;1935.25
12;272.345;-710.296;1922.27
3;332.653;53.902;2030.26
8;161.489;-128.523;1992.26
0;174.097;313.549;2082.39
4;-110.477;173.717;1885.92
13;80.0324;-1086.05;2035.18
6;126.748;382.319;1907.01
9;52.5057;-305.078;1949.71
11;39.214;-706.416;1973.39
