163              
1;64933;2
0;279.874;369.466;1771.16;0.0274488;0.107153;0.00478793;0.993852;0.7;0.7
1;280.845;102.557;1756.3;0.0274488;0.107153;0.00478793;0.993852;0.7;0.7
2;110.676;96.4641;1792.89;0.0374871;-0.461295;0.267454;0.845145;0.7;0.7
3;451.015;108.65;1719.72;0.413586;0.10923;0.0942797;0.898959;0.7;0.7
4;-0.159622;-10.81;1587.39;-0.255034;0.962537;-0.088854;0.0241853;0.7;0.7
5;506.707;123.751;1712.83;0.127924;0.83068;0.404447;0.360596;0.7;0.7
6;265.53;140.655;1587.77;0;0;0;0;0.7;0
7;381.599;212.947;1625.16;0;0;0;0;0.7;0
8;278.654;-104.175;1711.69;0.106014;0.106923;0.0062273;0.98858;0.7;0.7
9;169.821;-314.726;1690.01;0.0173859;0.923077;-0.0726969;0.377281;0.7;0.7
10;383.106;-307.089;1644.15;0.0490543;-0.0353867;-0.0489268;0.996969;0.7;0.7
11;140.306;-650.375;1731.11;-0.0760653;0.921925;-0.0731903;0.372707;0.7;0.7
12;345.605;-701.849;1603.78;-0.13448;-0.0149548;0.0268509;0.990439;0.7;0
13;177.736;-1077.41;1814.82;0;0;0;0;0.7;0
14;364.448;-1070.69;1706.18;0;0;0;0;0;0
1;64934;2
0;279.979;369.786;1772.5;0.0224085;0.100073;0.0109628;0.994667;0.7;0.7
1;284.587;104.135;1760.06;0.0224085;0.100073;0.0109628;0.994667;0.7;0.7
2;117.096;99.0081;1793.93;0.0376865;-0.446226;0.27672;0.850228;0.7;0.7
3;452.078;109.262;1726.2;0.339206;0.311538;-0.0335282;0.886994;0.7;0.7
4;2.02635;-13.0608;1593.95;-0.263723;0.960134;-0.0918939;0.0121612;0.7;0.7
5;540.114;125.899;1663.16;0.220853;0.906412;0.259633;0.249463;0.7;0.7
6;266.799;143.432;1586.22;0;0;0;0;0.7;0
7;431.173;200.101;1615.9;0;0;0;0;0.7;0
8;281.428;-104.572;1712.84;0.111198;0.10061;0.00385072;0.988685;0.7;0.7
9;171.398;-316.55;1687.23;0.0228145;0.921041;-0.0703609;0.382378;0.7;0.7
10;385.141;-310.007;1644.01;-0.00359278;-0.0388834;-0.042055;0.998352;0.7;0.7
11;133.21;-710.663;1731.92;-0.0811599;0.919552;-0.0709494;0.377893;0.7;0
12;351.569;-707.06;1645.57;-0.106238;-0.0269946;0.024861;0.993663;0.7;0
13;169.854;-1084.91;1805.42;0;0;0;0;0;0
14;368.301;-1081.09;1726.98;0;0;0;0;0;0
1;64935;2
0;279.781;369.831;1773.2;0.0205173;0.0996917;0.0128224;0.994724;0.7;0.7
1;285.471;104.473;1761.68;0.0205173;0.0996917;0.0128224;0.994724;0.7;0.7
2;118.81;98.8581;1795.25;0.0386496;-0.44289;0.281565;0.850338;0.7;0.7
3;452.132;110.088;1728.11;0.330038;0.318097;-0.0572349;0.886912;0.7;0.7
4;3.32513;-15.4644;1595.98;-0.269955;0.958446;-0.0888664;0.0246841;0.7;0.7
5;553.006;123.916;1651.34;0.217148;0.925411;0.255045;0.17724;0.7;0.7
6;267.038;145.868;1595.78;0;0;0;0;0.7;0
7;416.478;203.662;1616.15;0;0;0;0;0.7;0
8;282.894;-104.204;1713.98;0.112156;0.100413;0.00530355;0.98859;0.7;0.7
9;173.297;-316.487;1687.84;0.0275825;0.920856;-0.0667255;0.383158;0.7;0.7
10;387.337;-309.276;1644.72;0.00135252;-0.0393459;-0.0576736;0.997559;0.7;0.7
11;132.676;-710.84;1728.39;-0.0801945;0.919304;-0.0713137;0.378633;0.7;0
12;341.525;-705.131;1641.84;-0.112112;-0.0223726;0.0308449;0.992965;0.7;0
13;168.482;-1085.2;1801.9;0;0;0;0;0;0
14;363.075;-1077.95;1727.68;0;0;0;0;0;0
1;64936;2
0;280.703;370.418;1774.05;0.0242667;0.107304;0.00984482;0.993881;0.7;0.7
1;284.524;104.691;1760.65;0.0242667;0.107304;0.00984482;0.993881;0.7;0.7
2;118.013;97.9567;1796.6;0.0363521;-0.437671;0.292732;0.849371;0.7;0.7
3;451.036;111.426;1724.71;0.349737;0.393055;-0.0899858;0.845633;0.7;0.7
4;4.02691;-21.1335;1600.92;-0.279359;0.955196;-0.09472;0.0242253;0.7;0.7
5;522.639;124.449;1647.49;0.278428;0.915118;0.229981;0.179292;0.7;0.7
6;267.312;147.031;1598.85;0;0;0;0;0.7;0
7;413.416;207.284;1619.5;0;0;0;0;0.7;0
8;283.071;-102.937;1715.02;0.107692;0.107568;0.00826369;0.988313;0.7;0.7
9;175.348;-314.864;1692.33;0.0332535;0.923322;-0.0554739;0.378541;0.7;0.7
10;387.889;-306.268;1646.45;0.0133439;-0.0337131;-0.0508057;0.99805;0.7;0.7
11;134.032;-711.073;1723.2;-0.0810931;0.921185;-0.0741917;0.37328;0.7;0
12;347.728;-703.615;1634.44;-0.123818;-0.0162953;0.0276861;0.991785;0.7;0
13;170.152;-1085.98;1798.97;0;0;0;0;0;0
14;367.276;-1075.43;1729.14;0;0;0;0;0;0
1;64937;2
0;281.348;370.532;1774.68;0.0277236;0.113133;0.00673526;0.99317;0.7;0.7
1;283.236;105.281;1759.64;0.0277236;0.113133;0.00673526;0.99317;0.7;0.7
2;116.377;97.8564;1797.53;0.0303661;-0.439977;0.29491;0.847659;0.7;0.7
3;450.095;112.706;1721.76;0.332036;0.383806;-0.0775941;0.858151;0.7;0.7
4;3.76586;-23.5678;1601.55;-0.279349;0.954469;-0.0992874;0.033101;0.7;0.7
5;523.062;125.513;1647.01;0.257558;0.920186;0.223457;0.192324;0.7;0.7
6;260.672;141.195;1603.9;0;0;0;0;0.7;0
7;409.02;206.005;1612.68;0;0;0;0;0.7;0
8;282.57;-101.993;1716.09;0.102885;0.112981;0.0101713;0.988204;0.7;0.7
9;175.256;-314.013;1696.74;0.0355546;0.925192;-0.0461023;0.375008;0.7;0.7
10;388.551;-304.523;1648.32;0.0211041;-0.0294011;-0.0466034;0.998258;0.7;0.7
11;135.15;-710.891;1720.18;-0.0801992;0.922794;-0.0761213;0.369088;0.7;0
12;351.868;-702.017;1630.38;-0.129434;-0.0121381;0.0264849;0.99116;0.7;0
13;170.431;-1085.71;1796.9;0;0;0;0;0;0
14;370.833;-1072.82;1729.21;0;0;0;0;0;0
1;64938;2
0;282.005;370.891;1775.75;0.027692;0.119558;0.000626492;0.992441;0.7;0.7
1;280.57;104.492;1761.04;0.027692;0.119558;0.000626492;0.992441;0.7;0.7
2;114.762;95.7486;1800.58;0.0305999;-0.44333;0.29389;0.846257;0.7;0.7
3;446.378;113.234;1721.51;0.331493;0.388495;-0.0747697;0.856501;0.7;0.7
4;2.74974;-25.5784;1602.36;-0.278657;0.954594;-0.0982742;0.0379779;0.7;0.7
5;519.409;127;1645.49;0.250265;0.925269;0.229881;0.16852;0.7;0.7
6;263.015;141.211;1607.84;0;0;0;0;0.7;0
7;394.084;209.832;1615.34;0;0;0;0;0.7;0
8;281.254;-100.761;1718.52;0.101038;0.118664;0.0137922;0.987684;0.7;0.7
